AD,CAD,Ward,AG,Age,GN,Gender,NH,CH,CH_YN,PT,Pets,DG,CT,NumPets,DGO,CTO,PetOut,YUP,RO,Rent_Own,IC,Income,Income_Coll,DGR,Degree,Edu_Coll,NS,MM,MMT,DC,ConcernScore,DL,DK,MG,LK,PM,SK,KS,KSP,GAT21,GAT2021,GATPr,GATPrev,GATSm,NumSummers,Summ1,Summ2,Summ3,Summ4,Summ5,New GAT,CHM,CHMN,EC,EmptyConts,ECT,UD,Dunks,FP,KnowUPProg,UPD,WhatProgDo (Overall Score),Did They Check GAT?,BCI,BlockCapInt,BCH,BlockCapHelp,PE,PF,EffectFavScore,PC,OCT,IMC,IMC_Score,GATNo,NoGATReason,GATNoT,TOD,TimeOut,AOD,OutAct,OutActA,OutActB,OutActC,OutActD,OutActE,OutActF,OutActG,OutActH,NumOut,AODT,OOD,OtherOutA,OtherOutB,OtherOutC,OtherOutD,OtherOutE,OtherOutF,OtherOutG,NumOtherOut,OODT,UPF,KN,IN,IN_Coll,Gift card email,Other comments
,,,65+,4,Female,2,2,0,No,Yes,1,1,,1,0,,0,10,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,1,Other (please describe),"backyard, before getting mosquito service",1,2,West Nile,1,standing water,1,Asian tiger (most aggressive),1,3,,No,0,Yes,1,"20,182,019",2,2018,2019,,,,Yes,Yes,1,"Yes, regularly",1,,No,0,Somewhat,1,"In-person education,GAT deployment efforts,Mosquito monitoring",1,,Not sure,1,,#N/A,2,2,4,Town-wide chemical spray,,"I or another member of my household is irritated by mosquito bites,They make being outside unpleasant",2,"I do not think it works,I do not want to maintain it,It does not fully eliminate mosquitoes from the yard",I do not think it works,,More than 8 hours per week,9,"Gardening,Exercise (including walks around the neighborhood),Home improvement projects (such as painting or renovating the exterior of your home) ","Gardening,Exercise ,Home improvement projects  ",Gardening,Exercise,Home improvement projects,,,,,,3,,"Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Outdoor-focused travel ,Other outdoor activities ",Outdoor-focused travel,Other outdoor activities,,,,,2,"walking, dancing",Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Male,1,2,0,No,No,0,,,0,,,0,2,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,5,10,I don’t know,0,"Standing water areas, humidity",1,Tiger mosquito,1,2,,Yes,1,No,0,,#N/A,#VALUE!,,,,,#VALUE!,Yes,1,"Yes, regularly",1,,No,0,Somewhat,1,"GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,No,0,,#N/A,3,4,7,"Town-wide chemical spray,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,NA (I have a GAT),,,6- 8 hours,7,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,6,,"Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel ",Hiking,Kayaking,canoeing,or other water sports,Camping or backpacking,Outdoor-focused travel,6,,Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Male,1,4,2,Yes,Yes,1,1,0,1,1,0,1,13,Own,2,"Greater than $250,000",6,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,4,My backyard,,3,7,West Nile Virus,1,Standing water,1,Tiger mosquito,1,3,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,,No,0,Somewhat,1,Mosquito monitoring,1,,No,0,,#N/A,2,2,4,"Town-wide chemical spray,Battery-powered or active traps,More volunteers to assist residents with mosquito control in their yards,More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",4,Directions uncealr,I do not have enough information,I don't know how it works,6- 8 hours,7,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood)","Play with or supervise children playing outdoors,Landscaping ,Exercise ",Play with or supervise children playing outdoors,Landscaping,Exercise,,,,,,3,,None,None,None,,,,,,1,,Yes,Yes,Daily,Daily,,
,,,18 - 35,1,Female,2,3,0,No,Yes,1,0,1,1,0,0,0,2,Own,2,"Less than $50,000",1,"Up to $100,000",Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,4,9,Malaria,0,Standing water,1,The black and white banded one (/ don't know),0,1,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"No, never",0,,I don't know what this is,#N/A,No,0,,1,,No,0,,#N/A,3,3,6,"More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,Don't know what it is,I do not know what it is,I have never heard of a GAT,6- 8 hours,7,"Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,,,4,,"Hiking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Outdoor-focused travel ",Hiking,Outdoor-focused travel,,,,,2,,Yes,Yes,Weekly,Weekly,,
,,,50 - 65,3,Male,1,2,0,No,Yes,1,1,,1,1,,1,4,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,2,7,West Nile Virus?,1,"In pools of water, including very small pools, almost droplets.",1,Tiger? Leopard? Mosquito,1,3,,No,0,Yes,1,"20,192,020",2,2019,2020,,,,Yes,No,0,"Yes, regularly",1,,Sometimes,#N/A,Yes,2,"GAT deployment efforts,Block-captain organizing",1,,Yes,2,Somewhat,1,2,3,5,"Battery-powered or active traps,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They make being outside unpleasant",3,I do not think it works,I do not think it works,,6- 8 hours,7,"Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,4,,"Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel (such as visiting National Parks)","Hiking,Kayaking, canoeing, or other water sports,Camping or backpacking,Outdoor-focused travel ",Hiking,Kayaking,canoeing,or other water sports,Camping or backpacking,Outdoor-focused travel,6,,Yes,Somewhat,Weekly,Weekly,,
,,,65+,4,Female,2,2,0,No,Yes,1,2,,2,2,,2,25 years,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Graduate degree or professional degree,5,Graduate degree or professional degree,3,Other (please describe),my front yard,3,6,"west nile virus, malaria",1,in moist to wet areas.  Asian tiger mosquitoes just need a teaspoon of water to breed,1,asian tiger mosquitoes,1,3,,Yes,1,Yes,1,"2016,2017,2018,2019,2020",5,2016,2017,2018,2019,2020,No,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,In-person education,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Yes,2,4,5,9,"Battery-powered or active traps,More volunteers to assist residents with mosquito control in their yards,More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,NA (I have a GAT),,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Other (please describe)","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Other ",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Other,,,6,dog walking,Other outdoor activities (please describe),Other outdoor activities,Other outdoor activities,,,,,,1,visiting local parks,Yes,Yes,Daily,Daily,,
,,,65+,4,Male,1,2,0,No,Yes,1,1,,1,1,,1,38,Own,2,"$50,000 - $100,000",2,"Up to $100,000",Bachelor's Degree,4,Bachelor's degree or less,4,My backyard,,4,8,malaria,0,in water,1,tiger,1,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,Yes,1,"Yes, regularly",1,,No,0,Yes,2,"Print education,Chemical-spraying,Mosquito monitoring",0,,No,0,,#N/A,2,2,4,Town-wide chemical spray,,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not think it works,It does not fully eliminate mosquitoes from the yard",I do not think it works,,4 -6 hours,5,"Landscaping (such as lawn mowing),Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Landscaping ,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Landscaping,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,,,5,,Fishing,Fishing,Fishing,,,,,,1,,Yes,Yes,Daily,Daily,,
,,,50 - 65,3,Female,2,4,2,Yes,Yes,1,1,,1,1,,1,3,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,2,Near the creek,,2,4,,0,standing water,1,tiger,1,2,,No,0,No,0,,#N/A,#VALUE!,,,,,#VALUE!,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring",1,,Yes,2,Somewhat,1,3,3,6,"Battery-powered or active traps,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not want to maintain it,I have pets that knock it over or damage it",I do not want to maintain it,,4 -6 hours,5,"Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Exercise ,Sitting in an outdoor space, such as a patio or porch",Exercise,Sitting in an outdoor space,such as a patio or porch,,,,,,3,,None,None,None,,,,,,1,,Yes,Somewhat,Weekly,Weekly,,
,,,50 - 65,3,Female,2,2,0,No,Yes,1,,2,2,,0,0,9,Own,2,"$150,000 - $200,000",4,#N/A,Graduate degree or professional degree,5,Graduate degree or professional degree,5,My backyard,,5,10,Zika - Dengue - West Nile,1,water,1,tiger mosquito,1,3,,Yes,1,Yes,1,"2016,2017,2018,2019,2020",5,2016,2017,2018,2019,2020,No,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing",1,,Yes,2,Somewhat,1,1,4,5,"Battery-powered or active traps,More volunteers to assist residents with mosquito control in their yards",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,They make being outside unpleasant",4,NA (I have a GAT),,,2 - 4 hours,3,"Landscaping (such as lawn mowing),Gardening","Landscaping ,Gardening",Landscaping,Gardening,,,,,,,2,,Other outdoor activities (please describe),Other outdoor activities,Other outdoor activities,,,,,,1,biking,Yes,Yes,Weekly,Weekly,,
,,,35 - 50,2,Female,2,5,3,Yes,Yes,1,1,1,2,1,1,2,4,Own,2,"$100,000 - $150,000",3,"$100,000 - $200,000",Graduate degree or professional degree,5,Graduate degree or professional degree,3,Near the creek,,4,7,West Nile virus,1,Standing water,1,Tiger mosquito,1,3,,Yes,1,Yes,1,"201,820,192,020",3,2018,2019,2020,,,Yes,No,0,"Sometimes, if I remember (enter approximately how often, if desired)",0,Weekly,Yes,1,Yes,2,"Print education,GAT deployment efforts,Mosquito monitoring,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,No,0,2,4,6,"Battery-powered or active traps,Other (please describe)","Distribute more information about how to support natural predators of mosquitos, launch as bats and predatory insects","I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,Other (please describe),,"Although I deploy a GAT, I do not believe it is effective. I collected zero mosquitos on my sticky card this summer. ",More than 8 hours per week,9,"Play with or supervise children playing outdoors,Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch,Home improvement projects (such as painting or renovating the exterior of your home) ","Play with or supervise children playing outdoors,Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch,Home improvement projects  ",Play with or supervise children playing outdoors,Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,Home improvement projects,,7,,,,#VALUE!,,,,,,1,,Yes,Yes,Daily,Daily,,
,,,50 - 65,3,Female,2,2,0,No,Yes,1,2,0,2,2,0,2,24,Own,2,"$200,000 - $250,000",5,"$200,000 or greater",Bachelor's Degree,4,Bachelor's degree or less,3,My backyard,,3,6,"Encephalitis, West Nile Virus",1,Water,1,Tiger mosquito,1,3,,No,0,Yes,1,2018,1,2018,,,,,Yes,No,0,"Yes, regularly",1,,Yes,1,Yes,2,"GAT deployment efforts,Block-captain organizing,Door-to-door canvassing",1,,Yes,2,Somewhat,1,3,4,7,"Battery-powered or active traps,More town-sponsored distribution of GATs,Town-sponsored distribution of other control materials, such as mosquito dunks and mesh to cover drain pipes",,"I or another member of my household is irritated by mosquito bites,They can spread disease to humans,They can spread disease to animals,I want my community to be safe,They make being outside unpleasant",5,"I do not want to maintain it,It does not fully eliminate mosquitoes from the yard",I do not want to maintain it,,More than 8 hours per week,9,"Landscaping (such as lawn mowing),Gardening,Exercise (including walks around the neighborhood),Sitting in an outdoor space, such as a patio or porch","Landscaping ,Gardening,Exercise ,Sitting in an outdoor space, such as a patio or porch",Landscaping,Gardening,Exercise,Sitting in an outdoor space,such as a patio or porch,,,,5,,"Birding,Outdoor-focused travel (such as visiting National Parks),Other outdoor activities (please describe)","Birding,Outdoor-focused travel ,Other outdoor activities ",Birding,Outdoor-focused travel,Other outdoor activities,,,,3,"Dog walking, parks and picnics",Somewhat,Yes,Daily,Daily,,
